sequence_id,ts,temp,hum
0,1760374531.990225,21.834084485602123,50.19974357724165
0,1760374541.990225,22.860427704020736,52.43649182972269
0,1760374551.990225,21.685883801994084,50.33181293196352
0,1760374561.990225,22.838881120437097,49.79988124692475
0,1760374571.990225,22.575753616070298,49.8935155399038
0,1760374581.990225,22.704010548763637,49.70576422463419
0,1760374591.990225,22.39582862344225,51.71892032326232
0,1760374601.990225,22.340121677924927,51.153944385062715
0,1760374611.990225,21.9836721919351,49.58862508078356
0,1760374621.990225,21.433765019528867,48.96952427572826
0,1760374631.990225,23.491337211665122,51.52391646378528
0,1760374641.990225,22.665404087828517,52.350893558160614
0,1760374651.990225,22.575049664633802,52.858015690662896
0,1760374661.990225,22.67738918393663,50.49336711597508
0,1760374671.990225,22.67611649685384,50.06598802451073
0,1760374681.990225,22.243552943767064,51.35817158486227
0,1760374691.990225,22.406312839576803,49.23795512284257
0,1760374701.990225,22.20033315281688,51.14621751697994
0,1760374711.990225,22.9671510058546,50.94113033366813
0,1760374721.990225,21.790232792010766,49.80483764152737
0,1760374731.990225,22.240988323830436,48.44836046381672
0,1760374741.990225,21.73991455230495,50.53944774380001
0,1760374751.990225,22.510936433038992,49.877044612260526
0,1760374761.990225,23.459773572100737,49.80716670676749
0,1760374771.990225,22.420549861851104,51.6179417238494
0,1760374781.990225,22.19015495313,52.475118089206276
0,1760374791.990225,22.877938607959482,50.46690286154126
0,1760374801.990225,22.33774850887383,51.28776282799662
0,1760374811.990225,22.716305393824967,50.640706977560704
0,1760374821.990225,22.021018816769846,52.054463047433984
0,1760374831.990225,22.728252048064174,48.415185683253526
0,1760374841.990225,21.627012185977502,50.58316153329417
0,1760374851.990225,22.37791654365002,50.985897127030775
0,1760374861.990225,22.78755065347414,53.11786709101486
0,1760374871.990225,22.894510234586797,49.61918006733554
0,1760374881.990225,22.44698343344204,51.61744870197524
0,1760374891.990225,21.748848225677506,51.69625453927753
0,1760374901.990225,22.7390911343786,50.79310498257341
0,1760374911.990225,22.58526317961037,51.566157568759515
0,1760374921.990225,21.98412665407764,50.33198813973146
0,1760374931.990225,22.38394867378548,51.0125357049177
0,1760374941.990225,22.566294835557642,52.13001474333983
0,1760374951.990225,22.30731238225933,50.42687000087765
0,1760374961.990225,22.466832831693157,48.87839118480146
0,1760374971.990225,22.22439700162846,52.038403574784496
0,1760374981.990225,21.97367469955487,52.253227171941006
0,1760374991.990225,22.926273090903813,51.13087983321322
0,1760375001.990225,21.65868554306663,51.65905204958952
0,1760375011.990225,22.638312953486214,52.16559947945552
0,1760375021.990225,22.798815797969,49.09256959326032
1,1760374531.991223,21.077263980179467,52.222830726523036
1,1760374541.991223,21.416594826288264,54.58415689380539
1,1760374551.991223,21.736342557865278,52.56149383825587
1,1760374561.991223,20.969852318622742,52.62742466783027
1,1760374571.991223,22.455234550826283,51.588014436344196
1,1760374581.991223,21.716047695326267,53.90320256848297
1,1760374591.991223,21.815075915002833,54.20931726016533
1,1760374601.991223,20.584895448522932,54.13663453972558
1,1760374611.991223,21.82811604774385,50.72831489268978
1,1760374621.991223,22.23997600683052,51.874877340896546
1,1760374631.991223,20.119407392477665,53.62235041273201
1,1760374641.991223,21.977539984096186,54.553278596061446
1,1760374651.991223,21.328358173042158,54.21187406427006
1,1760374661.991223,21.16976318431719,55.03208281751293
1,1760374671.991223,21.948784863196053,52.73089954939147
1,1760374681.991223,21.20333235360202,50.83886176683971
1,1760374691.991223,21.978453416352185,52.15139271920153
1,1760374701.991223,21.963184864525097,54.44975161908819
1,1760374711.991223,21.732389965355537,51.97304046642393
1,1760374721.991223,21.00459025170331,52.542317603041944
1,1760374731.991223,21.33312846847525,51.948053464806904
1,1760374741.991223,21.51336550346921,53.533441503129126
1,1760374751.991223,20.567542898724827,53.00553089262229
1,1760374761.991223,22.049259645112706,53.4047361936725
1,1760374771.991223,22.367411840251098,52.66843724378832
1,1760374781.991223,22.09508877212692,53.02398731222941
1,1760374791.991223,22.396974017740806,52.94667798840071
1,1760374801.991223,21.433322783609405,52.840590416227535
1,1760374811.991223,21.380151415057888,53.046917375679215
1,1760374821.991223,22.144550434157303,53.33402439649756
1,1760374831.991223,21.572168077317283,52.08963088079091
1,1760374841.991223,22.488747714500374,53.22919615722543
1,1760374851.991223,21.722385974741012,53.22158241955055
1,1760374861.991223,22.73906895294351,52.694627026394976
1,1760374871.991223,21.232511269923073,52.11685463327007
1,1760374881.991223,21.31991794507033,53.444722317818595
1,1760374891.991223,21.54606503420944,52.721946411207696
1,1760374901.991223,21.63761168362304,51.70041495610659
1,1760374911.991223,22.282162320549848,52.75531787030055
1,1760374921.991223,20.804739957451964,52.0162731301167
1,1760374931.991223,21.037292576559693,55.04377300308904
1,1760374941.991223,21.40619598576245,53.581783720762076
1,1760374951.991223,21.723029248567272,53.04621637823351
1,1760374961.991223,21.496177473119623,54.64069545772757
1,1760374971.991223,22.13172948127954,52.594993565040696
1,1760374981.991223,21.2671183617263,51.654444727704124
1,1760374991.991223,21.817979870456796,52.721265682038904
1,1760375001.991223,22.06465928408683,51.90394211425291
1,1760375011.991223,22.16602177130116,53.83861160288631
1,1760375021.991223,21.852984844830548,54.13053278765217
2,1760374531.991223,22.778187918124477,48.794701592551355
2,1760374541.991223,22.90362161789674,47.477656550382356
2,1760374551.991223,22.778510756040028,48.308025808727876
2,1760374561.991223,22.5446658753659,48.7356476482709
2,1760374571.991223,22.44985458293291,49.13660936043397
2,1760374581.991223,22.73371957411288,48.136977720835006
2,1760374591.991223,23.84762069944409,47.489873696180744
2,1760374601.991223,23.03789099928816,48.58449218028494
2,1760374611.991223,23.37300658113035,49.355490287179826
2,1760374621.991223,22.43231502974676,48.962643588474855
2,1760374631.991223,23.127646407601393,48.5186637842594
2,1760374641.991223,22.99017925507157,49.72598872874201
2,1760374651.991223,22.96881196732775,47.0806455461693
2,1760374661.991223,22.683003825326047,49.040548093465425
2,1760374671.991223,21.41009582787707,47.87462315686754
2,1760374681.991223,22.892878440800885,49.93608144924114
2,1760374691.991223,23.065567527998613,49.81122182965542
2,1760374701.991223,22.223919824281783,47.64015200286072
2,1760374711.991223,22.62017581590417,49.111201271538604
2,1760374721.991223,22.366009600829074,47.45532899197494
2,1760374731.991223,22.448884653060283,48.27826160512509
2,1760374741.991223,22.61000334398556,49.04617751198155
2,1760374751.991223,23.15820063191845,47.235446003981615
2,1760374761.991223,23.271967129407596,47.28189180022559
2,1760374771.991223,23.012115196017565,47.854733786940244
2,1760374781.991223,22.991496471092244,51.210438207333496
2,1760374791.991223,22.039251047746678,48.08548099626325
2,1760374801.991223,21.81125881213452,48.984633357847876
2,1760374811.991223,21.958817867327333,46.109980294463156
2,1760374821.991223,23.311725111659243,47.94936749607285
2,1760374831.991223,22.38371309121288,49.29647522727962
2,1760374841.991223,23.659910148128894,48.15673912278846
2,1760374851.991223,23.02874316299262,47.65129938121779
2,1760374861.991223,22.75747981373823,48.10454893345629
2,1760374871.991223,22.81663565545288,48.09147410390819
2,1760374881.991223,23.32851191237892,48.09893661952278
2,1760374891.991223,23.074921515286974,47.853977376117996
2,1760374901.991223,22.59586503162427,48.74689651684279
2,1760374911.991223,23.980012057421906,48.28220015185197
2,1760374921.991223,23.343917976645454,48.95314030600335
2,1760374931.991223,22.482590659260534,48.136343323741826
2,1760374941.991223,22.742461870861877,48.15734160246052
2,1760374951.991223,22.751383385239873,49.04372547006762
2,1760374961.991223,22.718599657254696,48.2218065800594
2,1760374971.991223,23.850119817436955,49.786963951650314
2,1760374981.991223,22.502122211977806,47.58803314673443
2,1760374991.991223,23.175428788066892,47.268916513018745
2,1760375001.991223,23.815122088075995,46.312772022427204
2,1760375011.991223,23.01122342218113,48.62276098806109
2,1760375021.991223,23.21053632649093,48.3401424483787
3,1760374531.991223,21.874621548302507,49.00631292798226
3,1760374541.991223,22.35597171477531,48.96386788725705
3,1760374551.991223,21.708802681775637,49.73343060885717
3,1760374561.991223,21.623228668016516,49.22946205705613
3,1760374571.991223,21.92821410533977,50.9586524433406
3,1760374581.991223,20.765984785844385,49.92528298905247
3,1760374591.991223,21.6952921835369,51.0456017367184
3,1760374601.991223,21.542577469920644,49.81994061256446
3,1760374611.991223,21.33238039383464,50.12458882758849
3,1760374621.991223,22.82579581567413,49.21298625775326
3,1760374631.991223,20.704955293097253,49.90592030070141
3,1760374641.991223,21.995299437016598,49.39508570623228
3,1760374651.991223,21.582215299493896,49.181486382552464
3,1760374661.991223,21.324373057980168,49.91107158704524
3,1760374671.991223,21.917396695764037,50.61843812048297
3,1760374681.991223,21.578021323279327,49.17359683575732
3,1760374691.991223,22.06296493286143,50.11736584245134
3,1760374701.991223,20.846745139073533,49.49554449965031
3,1760374711.991223,21.165800289202952,49.593209190006064
3,1760374721.991223,20.911674301032317,51.397372196111014
3,1760374731.991223,21.15492388654461,49.92679958225997
3,1760374741.991223,20.989391226167594,47.27867176487759
3,1760374751.991223,21.601752566455403,50.18032031788572
3,1760374761.991223,22.091658375542817,49.68736879727457
3,1760374771.991223,21.07191311948643,49.51498118007253
3,1760374781.991223,21.44450062811961,50.2060485307751
3,1760374791.991223,21.018907400509555,51.46832987006582
3,1760374801.991223,22.126728503265184,49.62208259490647
3,1760374811.991223,20.5978383926926,49.59175761408226
3,1760374821.991223,21.648255786869754,49.83235941465798
3,1760374831.991223,21.59062842939984,50.16300872564302
3,1760374841.991223,21.764692128668162,50.99292940302549
3,1760374851.991223,21.784033172861093,48.749344068328995
3,1760374861.991223,20.425330225604753,49.931373348546884
3,1760374871.991223,22.646491847118728,49.793214028980415
3,1760374881.991223,21.191923879988412,47.9450379100884
3,1760374891.991223,21.264097207081527,48.533414925482546
3,1760374901.991223,21.346916322069017,50.935138071872615
3,1760374911.991223,21.91259793337006,48.07957894018181
3,1760374921.991223,21.304987814844992,50.407427716818354
3,1760374931.991223,22.04293400446303,49.91487832638287
3,1760374941.991223,21.167335423849376,49.95351861191928
3,1760374951.991223,20.77206593903492,51.30486699640332
3,1760374961.991223,22.029924286763304,48.8415826377809
3,1760374971.991223,21.54077765702381,50.78382679281897
3,1760374981.991223,21.93544454323523,49.981943767188056
3,1760374991.991223,21.01669642611713,48.711105067634215
3,1760375001.991223,20.741140690178238,48.01918247424348
3,1760375011.991223,21.867736345509886,48.1914101743615
3,1760375021.991223,21.96921186387145,48.74673179766242
4,1760374531.991223,22.175397046290765,48.54719047440814
4,1760374541.991223,22.045274325338564,49.007996923921255
4,1760374551.991223,21.563413269520083,49.05175765219169
4,1760374561.991223,22.013114999680422,50.00285673029146
4,1760374571.991223,22.68268498662177,49.77158573550173
4,1760374581.991223,22.619163141668245,49.50118963741237
4,1760374591.991223,21.522674569347657,48.98803800495758
4,1760374601.991223,21.68809090521368,47.822494101389665
4,1760374611.991223,22.04728926620932,49.10599454365179
4,1760374621.991223,22.03560890086205,48.74893366389738
4,1760374631.991223,21.82069761754475,48.36005851676431
4,1760374641.991223,21.579763703010105,50.62593958939303
4,1760374651.991223,21.587141375857094,50.07645759673891
4,1760374661.991223,22.05443084032916,48.72629332415877
4,1760374671.991223,21.512321899482338,50.06859551836785
4,1760374681.991223,21.031162119338862,50.217261167230625
4,1760374691.991223,21.9499807701289,48.114659074241594
4,1760374701.991223,21.81207650566977,47.99442474546245
4,1760374711.991223,22.304938894123104,49.802985891752876
4,1760374721.991223,22.095980788022054,48.23736883307591
4,1760374731.991223,22.597682456965988,48.75291398826196
4,1760374741.991223,21.920768532480484,51.2589285824212
4,1760374751.991223,21.595182745173013,49.688857465114026
4,1760374761.991223,22.353335203072472,51.196232771210866
